PLATFORM_CODE;TECH_PARAMETER_ID;DIM_LEVEL;PARAMETER_VALUE
6900873;429;1;STRATUS 11
6901582;429;1;n/a
6901960;429;1;15AK202062012
6902567;429;1;RV CCGS
6902572;429;1;P 7
6900967;429;1;MOCOSED
3901663;429;1;MSM73
6901963;429;1;n/a
4901414;429;1;MSM 21-2
6900931;429;1;SAMOC
7900517;429;1;PS117
6900970;429;1;AR25 Release to freedom
6901010;429;1;ANT-XXVII/3
6901001;429;1;CATARINA
3901094;429;1;JR282
3901076;429;1;M77-4
6900506;429;1;ARGO_SPAIN
6901245;429;1;SOCIB
6900713;429;1;SAMOC
6901004;429;1;OISO
6900807;429;1;n/a
6900748;429;1;ANT-XXVII/2
4901416;429;1;MSM 21-2
4901415;429;1;MSM 21-2
6901051;429;1;342
6900763;429;1;RADPROF
6901024;429;1;catarina
4901413;429;1;MSM 21-2
4901412;429;1;MSM 21-2
4901411;429;1;MSM 21-2
6900715;429;1;SAMOC
6901426;429;1;SANAE 52
6900761;429;1;RADPROF
6901546;429;1;SANAE53
6901058;429;1;n/a
6901059;429;1;n/a
6900979;429;1;MOCOSED
6901463;429;1;MOOSE GE
5903131;429;1;OCEANO SUL
6900981;429;1;MOCOSED
6900980;429;1;MOCOSED
6900899;429;1;ICECTD021
6901026;429;1;catarina
3901075;429;1;M77-4
6901023;429;1;catarina
6900706;429;1;ANT-XXVIII/3
6901628;429;1;RREX 2015
6902563;429;1;RV CCGS
6901849;429;1;n/a
6900917;429;1;UPSEN
6901436;429;1;SANAE 52
6900983;429;1;UPSEN
6901043;429;1;TOSCA2012
6900932;429;1;SAMOC
6900933;429;1;SAMOC
6900953;429;1;SAMOC
6901500;429;1;Samba section
6901025;429;1;catarina
6900714;429;1;SAMOC
6901042;429;1;TOSCA2012
1901193;429;1;RAMA Cruise
5902065;429;1;RAMA Cruise
6901959;429;1;15AK202062012
3901645;429;1;PS117
6903250;429;1;FixO3
6902941;429;1;OISO29
7900515;429;1;PS117
6902946;429;1;PHYSINDIEN
6901263;429;1;STOCA0219
6901273;429;1;RAPROCAN1810
3901992;429;1;Transit
3901993;429;1;ORANGE Transit
3901994;429;1;ORANGE-Transit
3901996;429;1;ORANGE Transit
6902871;429;1;PERLE-2
6903549;429;1;R/V Johan Hjort
6903550;429;1;R/V Johan Hjort
6903025;429;1;TONGA
6903265;429;1;CALYPSO 2019
6902962;429;1;CE-18337-PM
7900528;429;1;MSM83
6902920;429;1;TPOS
6902861;429;1;MOANA-MATY2
7900537;429;1;MSM85
6902929;429;1;PIRATA FR29
6902860;429;1;MOANA-MATY2
6902944;429;1;PERLE 3
6902873;429;1;PERLE-2
6902789;429;1;OVIDE
6902793;429;1;OVIDE
7900527;429;1;MSM83
6903065;429;1;PROTEVS GIB
6903266;429;1;CALYPSO 2019
6903698;429;1;Combine2
7900596;429;1;Monitoring 122019 (15AK3092019)
6902935;429;1;MOOSE 2019
6902842;429;1;MOOSE 2019
6903057;429;1;PIRATA FR31
7900525;429;1;MSM83
6903560;429;1;Environmental monitoring
6902936;429;1;MOOSE 2019
6902937;429;1;MOOSE 2019
6903561;429;1;Environmental monitoring
6903562;429;1;Environmental monitoring
7900532;429;1;PS120
7900542;429;1;M160
6903563;429;1;Environmental monitoring
6902943;429;1;PHYSINDIEN
7900526;429;1;MSM83
7900531;429;1;PS120
7900541;429;1;M160
7900534;429;1;PS120
7900533;429;1;PS120
6902988;429;1;TONGA
7900523;429;1;MSM83
7900520;429;1;MSM82_2
6902787;429;1;OVIDE
6903875;429;1;PIRATA FR31
6903874;429;1;PIRATA FR31
6903876;429;1;PIRATA FR31
6903877;429;1;PIRATA FR31
6903768;429;1;XXXV Antarctica expedition
6903026;429;1;OISO
6903270;429;1;NM Deep Sea Box stations survey
6903775;429;1;SANAE 59 cruise
7900595;429;1;PLA-POS
7900558;429;1;MerMet17-6
6903774;429;1;SANAE 59 cruise
6902899;429;1;Boussole
6903878;429;1;PIRATA FR31
6901255;429;1;STOCA0619
3902109;429;1;Cruise11/2020
6900553;429;1;MSM09/1
6901904;429;1;437-2
6903777;429;1;SANAE 59 cruise
6900802;429;1;n/a
6900801;429;1;n/a
6901903;429;1;437-2
6900555;429;1;MSM09/1
6900554;429;1;MSM09/1
6903767;429;1;XXXV Antarctica expedition
6903776;429;1;SANAE 59 cruise
3901685;429;1;M157
7900546;429;1;M158
6900541;429;1;M158
6902839;429;1;VSF 2019
6901985;429;1;PLA-POS
6903567;429;1;2020608
6902651;429;1;M158
6903778;429;1;SANAE 59 cruise
6902945;429;1;PROTEUS PERLE
6903707;429;1;Combine2_2021
7900545;429;1;M160
6901279;429;1;EA-RISE 2020
7900547;429;1;M158
6903022;429;1;n/a
6903704;429;1;Combine2_2020
6903805;429;1;South Adriatic OGS mooring
6903771;429;1;XXXV Antarctica expedition
7900548;429;1;M161
6902950;429;1;MADAGASCAR
6903035;429;1;BOCATS
6903580;429;1;2021205
6903579;429;1;2021205
6902951;429;1;MADAGASCAR
7900535;429;1;MSM85
6901278;429;1;EA-RISE2020
7900536;429;1;MSM85
6903770;429;1;XXXV Antarctica expedition
6903066;429;1;PROTEVS GIB
6903011;429;1;PIRATA FR30
6903865;429;1;15AK3092019
6903020;429;1;PIRATA FR30
7900543;429;1;M160
7900561;429;1;M160
6903009;429;1;NARVAL
7900538;429;1;M161
3901687;429;1;M161
6903791;429;1;XXXVI Antarctic expedition
7900539;429;1;unknown
6903570;429;1;2020616
7900570;429;1;M164
7900569;429;1;M164
7900568;429;1;M164
6903070;429;1;SWINGS
6902972;429;1;M164
6902973;429;1;M164
6903867;429;1;Monitoring 112020 (15AK3112020)
6902974;429;1;M164
6903043;429;1;VENDEE GLOBE
7900567;429;1;M164
7900573;429;1;M164
6903030;429;1;MSM94
6902975;429;1;M164
6903044;429;1;VENDEE GLOBE
6903032;429;1;MSM94
6902978;429;1;M164
6903781;429;1;CNR mooring cruise
6902997;429;1;MICROBIOMES
6903793;429;1;XXXVI Antarctic expedition
6904117;429;1;EMB256
6902970;429;1;MSM94
6903574;429;1;Cruise 2020616
6902960;429;1;MICROBIOMES
6903027;429;1;ARCTIC RACE
6903029;429;1;MSM94
6901604;429;1;M164
6901756;429;1;M164
6902971;429;1;M164
6903577;429;1;2021205
6902976;429;1;MSM94
6904065;429;1;CANALES SUMMER 2020
3902107;429;1;AREX2019
6900764;429;1;Malaspina
3901601;429;1;HUD2016027
3901974;429;1;Alboran Sea
6900877;429;1;P471
3902108;429;1;AREX2019
6901755;429;1;BOCATS - RREX
6902916;429;1;TV ATLANTIQUE
6902803;429;1;MOOSE
6902762;429;1;PIRATA FR27
6903783;429;1;CNR transect
6902760;429;1;TV OP1 2017
6902773;429;1;MOOSE
6901760;429;1;BOCATS - RREX
6901762;429;1;BOCATS - RREX
3901630;429;1;MSM64
6904097;429;1;SO280
3901838;429;1;M129
6902856;429;1;MOANA MATY
6901457;429;1;BOCATS - RREX
6902915;429;1;TV ATLANTIQUE
6900785;429;1;RADPROF0810
6903552;429;1;Hydrographic sections
6901753;429;1;BOCATS - RREX
6901754;429;1;BOCATS - RREX
6900975;429;1;UPSEN 2
3901854;429;1;MN159
6903214;429;1;n/a
6903215;429;1;n/a
3901628;429;1;MSM64
6902741;429;1;AMT26
6903211;429;1;XXXII Italian Antarctic Cruise
6902859;429;1;MOANA MATY
3901846;429;1;M131
3901855;429;1;ARGO BG-18
6900892;429;1;M158
6903213;429;1;XXXII Italian Antarctic Cruise
3901870;429;1;M131
6903212;429;1;XXXII Italian Antarctic Cruise
6901248;429;1;RAPROCAN
3901866;429;1;M131
3901903;429;1;M133
7900499;429;1;M133
3901877;429;1;Transit
3901853;429;1;DEKOSIM CILICIAN BASIN PROJECT
3901842;429;1;M131
3901843;429;1;M131
3901918;429;1;SANAE
3901844;429;1;M131
3901919;429;1;SANAE
3901633;429;1;MSM68
3901923;429;1;SANAE
3901924;429;1;SANAE
3901920;429;1;SANAE
3901852;429;1;DEKOSIM BLACK SEA PROJECT
3901646;429;1;PS111
6902827;429;1;Unknown
3901867;429;1;M131
3901890;429;1;POSEIDON
6902754;429;1;RREX
6902831;429;1;VSF 2017
6902666;429;1;ARCTICNET AN17
6901281;429;1;Canales Autumn 2020
6903699;429;1;Combine2
4901805;429;1;ARCTICNET AN17
3901933;429;1;Transit
3901634;429;1;M140
6903018;429;1;PERLE 3
6902750;429;1;RREX
6902934;429;1;PIRATA FR29
6903024;429;1;TONGA
7900511;429;1;PS117
6902757;429;1;SOMOVAR
6902731;429;1;PIRATA FR28
6903782;429;1;-
3901598;429;1;Planet
3901606;429;1;JRsouth
3901623;429;1;PS106.1
3901597;429;1;M140
6901250;429;1;ARGO SPAIN
6902771;429;1;SOMOVAR
6902772;429;1;SOMOVAR
3901620;429;1;PS106.1
6904112;429;1;MSM102
3901621;429;1;PS106.1
3901619;429;1;PS106.1
6902724;429;1;PIRATA FR28
6902746;429;1;SOMOVAR
3901975;429;1;Tyrrhenian Sea
6901747;429;1;OPPORTUNITY
6903792;429;1;XXXVI Antarctic expedition
3901652;429;1;PS111
3901657;429;1;FSG Hessen
6902844;429;1;PROTEVS SWOT
6901746;429;1;OPPORTUNITY
6902989;429;1;TONGA
3901637;429;1;EN606
6902939;429;1;OISO29
3901639;429;1;EN606
6903557;429;1;2019205
3901649;429;1;PS111
3901638;429;1;EN606
3901656;429;1;FGS Hessen
3901926;429;1;Transit
3902133;429;1;BALTIC
3902100;429;1;Baltic Cruise
7900571;429;1;M164
6902036;429;1;Baltic Cruise
6903564;429;1;2019211
6902748;429;1;PIRATA BR
6903254;429;1;Southern Ocean
3901643;429;1;MSM68-2
6903553;429;1;2019205
3901670;429;1;M148
6903554;429;1;2019205
6903261;429;1;Southern Sector Pacific Ocean
3902101;429;1;BALTIC
6901657;429;1;Bio Argo Med 2
6904115;429;1;MSM102
6903242;429;1;South-West of Malta
7900566;429;1;MSM94
6901270;429;1;RADMED0818
6902752;429;1;OVIDE 2018
3902127;429;1;RADPROF0818
6902802;429;1;OVIDE
6901267;429;1;TUNIBAL
6902751;429;1;RREX
6902869;429;1;OVIDE
6902868;429;1;OVIDE
6903071;429;1;SO280
3902103;429;1;AREX2018
3902102;429;1;AREX2018
6902968;429;1;BOUSSOLE
6902836;429;1;VSF 2018 - LONGUE ROUTE
6901601;429;1;OVIDE 2018
6902921;429;1;TPOS
6902849;429;1;ARGOMEX
6902855;429;1;ARGOMEX
6903257;429;1;Southern Sector Pacific Ocean
6902912;429;1;NARVAL HYDRO 2018
6902851;429;1;ARGOMEX
6902864;429;1;OBLADY
6902910;429;1;NARVAL HYDRO 2018
6902884;429;1;OBLADY
6901264;429;1;STOCA0618
6902863;429;1;OBLADY
6901260;429;1;STOCA0618
6901266;429;1;BATHYPELAGIC
6901265;429;1;BATHYPELAGIC
6902852;429;1;ARGOMEX
6901256;429;1;BATHYPELAGIC
6901258;429;1;BATHYPELAGIC
6901262;429;1;BATHYPELAGIC
6901253;429;1;BATHYPELAGIC
6903091;429;1;PIRATA FR31
6902853;429;1;ARGOMEX
6902911;429;1;NARVAL HYDRO 2018
6902865;429;1;OBLADY
3902134;429;1;BALTIC BOTHNIAN
7900557;429;1;MerMet17-6
6902857;429;1;MOANA MATY
6902854;429;1;ARGOMEX
6902954;429;1;MOOSE 2019
6902862;429;1;OBLADY
6902788;429;1;OVIDE
6902908;429;1;MOANA MATY
3902106;429;1;BALTIC
6900893;429;1;M158
6902847;429;1;PROTEVS PERLE
6902874;429;1;PROTEVS PERLE
6902845;429;1;PROTEVS PERLE
6902846;429;1;PROTEVS PERLE
3901977;429;1;Eastern Mediterranean Sea
6902872;429;1;PROTEVS PERLE
6903695;429;1;Cruise 05 - Paleo cruise
6903052;429;1;SAGA 10W
3901976;429;1;Aegean Sea
3901680;429;1;PS116
6902786;429;1;OVIDE
6902791;429;1;OVIDE
6902928;429;1;PIRATA FR29
6902727;429;1;AN1902B
7900586;429;1;EMB261
7900587;429;1;EMB261
6902900;429;1;PROTEVS PERLE
6902904;429;1;PROTEVS PERLE
6902902;429;1;PROTEVS PERLE
6903245;429;1;Eastern Mediterranean Sea
6902940;429;1;OISO29
6902797;429;1;VSF 2019
6902843;429;1;RARA AVIS 2019
6902918;429;1;TPOS
4901806;429;1;ARCTICNET AN1902a
6902952;429;1;AN1902B
6903260;429;1;Levantine basin
6903251;429;1;Southern Ocean
6903259;429;1;Levantine basin
6901880;429;1;Southern Ocean
6903252;429;1;Southern Ocean
6901268;429;1;Poseidon
6903268;429;1;In transit to Egypt
6903253;429;1;Southern Ocean
7900522;429;1;MSM82_2
6902967;429;1;ARCTICNET AN1902a
6902955;429;1;PIRATA FR29
6901272;429;1;Poseidon
6902986;429;1;TONGA
6901275;429;1;Canales0219
6904108;429;1;SO283
7900554;429;1;BAS
6903053;429;1;PIRATA FR31
6902985;429;1;TONGA
6902917;429;1;TPOS
6902949;429;1;MADAGASCAR
6903075;429;1;RAPROCEAN
6901261;429;1;RAPROCAN1911
6902875;429;1;PERLE2
6902909;429;1;MOANA-MATY2
6902925;429;1;TPOS
6902933;429;1;PIRATA FR29
6902924;429;1;TPOS
6902870;429;1;PERLE2
6903076;429;1;RAPROCEAN
6902923;429;1;TPOS
3901093;429;1;JR282
6900865;429;1;342
6901838;429;1;n/a
6900878;429;1;ARK-XXVI (leg 3)
6900880;429;1;ARK-XXVI (leg 3)
6900881;429;1;ARK-XXVII (leg 1)
6900882;429;1;ARK-XXVII (leg 1)
6900883;429;1;ARK-XXVII (leg 1)
6900884;429;1;ARK-XXVII (leg 1)
6900885;429;1;ANT-XXIX (leg 2)
6900888;429;1;ANT-XXIX (leg 2)
7900344;429;1;ANT-XXVII (leg 2)
7900357;429;1;ANT-XXIX (leg 2)
7900359;429;1;ANT-XXIX (leg 2)
7900361;429;1;ANT-XXIX (leg 2)
7900362;429;1;ANT-XXIX (leg 2)
7900363;429;1;ANT-XXIX (leg 2)
7900364;429;1;ANT-XXIX (leg 2)
7900365;429;1;ANT-XXIX (leg 2)
7900366;429;1;ANT-XXIX (leg 2)
7900367;429;1;ANT-XXIX (leg 2)
7900368;429;1;ANT-XXIX (leg 2)
7900369;429;1;ANT-XXIX (leg 2)
7900370;429;1;ANT-XXIX (leg 2)
7900372;429;1;ANT-XXIX (leg 2)
7900373;429;1;ANT-XXIX (leg 2)
7900374;429;1;ANT-XXIX (leg 2)
7900375;429;1;ANT-XXIX (leg 2)
7900376;429;1;ANT-XXIX (leg 2)
7900377;429;1;ANT-XXIX (leg 2)
7900378;429;1;ANT-XXIX (leg 2)
7900379;429;1;ANT-XXIX (leg 2)
7900380;429;1;ANT-XXIX (leg 2)
3900996;429;1;GMMC DRAKE
7900291;429;1;ANT-XVIII/3
6901062;429;1;85/1
6901230;429;1;n/a
7900381;429;1;ANT-XXIX (leg 2)
6901429;429;1;SANAE 52
6901431;429;1;SANAE 52
3901095;429;1;JR282
7900382;429;1;ANT-XXIX (leg 2)
7900383;429;1;ANT-XXIX (leg 2)
7900384;429;1;ANT-XXIX (leg 2)
7900385;429;1;ANT-XXIX (leg 2)
7900400;429;1;ANT-XXIX (leg 2)
7900401;429;1;ANT-XXIX (leg 2)
7900402;429;1;ANT-XXIX (leg 2)
6901446;429;1;AX Opportunite
7900403;429;1;ANT-XXIX (leg 2)
7900404;429;1;ANT-XXIX (leg 2)
7900406;429;1;ANT-XXIX (leg 2)
7900407;429;1;ANT-XXIX (leg 2)
7900408;429;1;ANT-XXIX (leg 2)
7900409;429;1;ANT-XXIX (leg 2)
7900410;429;1;ANT-XXIX (leg 2)
7900411;429;1;ANT-XXIX (leg 2)
7900412;429;1;ANT-XXIX (leg 2)
7900413;429;1;ANT-XXIX (leg 2)
7900414;429;1;ANT-XXIX (leg 2)
7900464;429;1;PS103
7900467;429;1;PS103
7900468;429;1;PS103
7900471;429;1;PS103
7900472;429;1;PS103
7900473;429;1;PS103
7900488;429;1;PS103
7900489;429;1;PS103
7900492;429;1;PS103
6901444;429;1;SANAE 52
6901432;429;1;SANAE 52
6901409;429;1;Opportunité VSF
6901412;429;1;Opportunité VSF
6900849;429;1;n/a
6900843;429;1;n/a
3901635;429;1;M140
6900757;429;1;64PE342
6901414;429;1;Opportunité VSF
6900758;429;1;64PE342
6903766;429;1;Cruise 15AK2019309
6901821;429;1;Transfer ViboValentiaToBrindisi
7900420;429;1;JR283c
3901101;429;1;JR283b
6900754;429;1;64PE342
6900755;429;1;64PE342
3901092;429;1;JR282
6900867;429;1;342
6901856;429;1;n/a
6900759;429;1;64PE342
6902639;429;1;RRS JCR
6901070;429;1;85/1
6900756;429;1;64PE342
6900863;429;1;342
6900864;429;1;342
6901488;429;1;n/a
6901083;429;1;n/a
6900952;429;1;Transit BTBP Physindien
6901413;429;1;Opportunité VSF
6901408;429;1;Opportunité VSF
6902716;429;1;ASPEX
6900991;429;1;Gough Island Supply Cruise
6901563;429;1;PIRATA FR25
6901820;429;1;n/a
6900913;429;1;UPSEN2
3900997;429;1;PIRATA FR19
6901966;429;1;n/a
6901084;429;1;n/a
6901451;429;1;PIRATA FR23
5902279;429;1;n/a
6902566;429;1;RV CCGS
6901984;429;1;n/a
7900293;429;1;ANT-XVIII/3
3901664;429;1;MSM73
7900295;429;1;ANT-XVIII/3
6901016;429;1;Corymbe
7900292;429;1;ANT-XVIII/3
6901545;429;1;GMMC_SRI LANKA
7900294;429;1;ANT-XVIII/3
6900730;429;1;ANT-XXV-2
6900989;429;1;Gough Island Supply Cruise
7900387;429;1;ANT-XVIII/3
6903275;429;1;n/a
6901620;429;1;VSF 2015
6904110;429;1;MSM102
6901621;429;1;VSF
6901445;429;1;AX Opportunite
6901422;429;1;SANAE 52
6901423;429;1;SANAE 52
6901424;429;1;SANAE 52
6901425;429;1;SANAE 52
6901452;429;1;PIRATA FR23
6901495;429;1;n/a
6901077;429;1;436
3901102;429;1;JR283b
6901489;429;1;n/a
6901079;429;1;436
6901217;429;1;n/a
1901356;429;1;MSM22
6901492;429;1;n/a
3901096;429;1;JR283b
6901448;429;1;AX Opportunite
3902126;429;1;RAPROCAN 0418
6901625;429;1;VSF 2015
6901218;429;1;KN 207-1
6901511;429;1;DEWEX LEG1
6901032;429;1;BOUSSOLE
3901678;429;1;PS116
1901355;429;1;MSM22
6901080;429;1;436
6901494;429;1;n/a
6901453;429;1;PIRATA FR23
3901001;429;1;GMMC DRAKE
3901097;429;1;JR283b
6901078;429;1;436
7900590;429;1;AK2013-08-03
3901999;429;1;SANAE 60
6901490;429;1;ISMAR
6901002;429;1;GMMC_SRI LANKA
6900996;429;1;GMMC_SRI LANKA
6901541;429;1;GMMC_SRI LANKA
6901644;429;1;n/a
6900537;429;1;EGV Bonn
6901510;429;1;MEDSEA 2013
6901879;429;1;MEDOCC14
6900660;429;1;SOCIB ICTS
6900734;429;1;ANT-XXV-2
6901085;429;1;KN 207-1
6901241;429;1;RAPROCAN
6901082;429;1;436
6901454;429;1;PIRATA FR23
6901237;429;1;Argo SPAIN
6901081;429;1;436
6900789;429;1;Argo SPAIN
6901869;429;1;BIOARGOMED
6901645;429;1;n/a
3901098;429;1;JR283b
6901826;429;1;COCOPRO13
6901827;429;1;COCOPRO13
3901995;429;1;ORANGE-Transit
6900535;429;1;EGV Bonn
6901579;429;1;OISO
6900534;429;1;EGV Bonn
6901627;429;1;Geovide 2014
6900994;429;1;RHOMA 2011
6900962;429;1;ASPEX
6901509;429;1;Opportunité VSF
6903296;429;1;HIMIOFOTS Oceanographic Cruise
6901220;429;1;KN 207-1
6901219;429;1;KN 207-1
6901035;429;1;SANAE53
6901561;429;1;SRI LANKA 2014
6901578;429;1;SANAE
6901587;429;1;PHYSINDIEN 2014
6900993;429;1;RHOMA 2011
6901549;429;1;SANAE53
6900901;429;1;MOCOSED-SEDIMAFO
6900735;429;1;ANT-XXV-2
6901006;429;1;PIRATA FR22
6901226;429;1;n/a
6901462;429;1;MEDOCC 14
6901507;429;1;Opportunité VSF
6901586;429;1;PHYSINDIEN 2014
6901765;429;1;BIOARGOMED
6901825;429;1;CYBO-OCB-7
6901824;429;1;CYBO-OCB-7
6900533;429;1;EGV Bonn
6900540;429;1;EGV Bonn
6902565;429;1;RV CCGS
6901550;429;1;SANAE53
3901683;429;1;MSM79
6902932;429;1;ASPEX 2018
6901768;429;1;BIOARGOMED
6901014;429;1;RARA AVIS Opportunity
6901769;429;1;BIOARGOMED
6901766;429;1;BIOARGOMED
6901969;429;1;n/a
7900415;429;1;JR283c
7900417;429;1;JR283c
7900416;429;1;JR283c
6901828;429;1;AK102013-B
7900418;429;1;JR283c
6901771;429;1;BIOARGOMED
6901238;429;1;RAPROCAN
6901770;429;1;BIOARGOMED
6900963;429;1;ASPEX
6901033;429;1;SANAE53
6901501;429;1;SANAE53
6901897;429;1;n/a
6901898;429;1;n/a
6901547;429;1;n/a
6901013;429;1;Samba section
6901020;429;1;Samba section
1901178;429;1;Goodhope
6901882;429;1;n/a
6901659;429;1;THOT 0CT-2015
6903788;429;1;MREP20
6901662;429;1;n/a
6901773;429;1;BIOARGOMED
6902701;429;1;NA
6901543;429;1;SANAE53
6901661;429;1;n/a
6900997;429;1;Goodhope
6902564;429;1;RV CCGS
6903772;429;1;XXXV Antarctica expedition
6901848;429;1;P468
6901741;429;1;OMM-III
6901555;429;1;RARA AVIS
6900999;429;1;Catharina
6901556;429;1;RARA AVIS
6901416;429;1;Opportunité
6901837;429;1;n/a
6901613;429;1;PIRATA FR24
6901504;429;1;AMOP
6901458;429;1;AMOP
6901477;429;1;RHOMA-AUV2012
6901421;429;1;ASPEX 2012
6901420;429;1;ASPEX 2012
6901829;429;1;ADREX2014
6901830;429;1;ADREX2014
6901606;429;1;n/a
6901571;429;1;PROTEVS2013
6902732;429;1;MOOSE GE
6901877;429;1;n/a
6901566;429;1;GMMC-GEOVIDE
6901614;429;1;PIRATA FR24
6901572;429;1;PROTEVS2013
6901508;429;1;Opportunite VSF
6901594;429;1;RREX 2015
6901565;429;1;GMMC-GEOVIDE
6901612;429;1;PIRATA FR24
6901836;429;1;REP14
6902634;429;1;HUD2015030
6900539;429;1;EGV Bonn
6901568;429;1;GMMC-GEOVIDE
6900538;429;1;EGV Bonn
6903175;429;1;SeaKeepers
6902733;429;1;MOOSE GE
6901663;429;1;OUTPACE
6901839;429;1;SERIOUS GAMES 1
6901660;429;1;OUTPACE
6901513;429;1;MEDSEA 2013
6901529;429;1;MEDSEA 2013
6901516;429;1;REY1
6901502;429;1;AMOP
6901461;429;1;AMOP
6901667;429;1;OUTPACE
6901034;429;1;SANAE53
6901600;429;1;SOMBA
6903279;429;1;Poseidon
6901605;429;1;ADREX-2014
6901647;429;1;GEOVIDE
6901553;429;1;ALEXIC
6901664;429;1;OUTPACE
6901666;429;1;OUTPACE
6901860;429;1;n/a
7900419;429;1;JR283c
6902646;429;1;MSM53
3902110;429;1;BALTIC
6901517;429;1;REY1
6901017;429;1;RARA AVIS Opportunity
1901358;429;1;n/a
6901518;429;1;REY1
6901520;429;1;REY1
6901524;429;1;HUD2013008
6902966;429;1;EUREC4-OA
1901360;429;1;M107
1901361;429;1;M107
1901362;429;1;M107
1901363;429;1;M107
6901031;429;1;Proteus-Dunes
3901661;429;1;MSM73
6901669;429;1;OUTPACE
1901365;429;1;M107
6902922;429;1;TPOS
6903172;429;1;Venus3 OceanCertain2015
1901364;429;1;M107
6902645;429;1;MSM53
6901668;429;1;OUTPACE
6901525;429;1;HUD2013008
6903784;429;1;-
3902112;429;1;AREX2020
3902111;429;1;AREX2020
6903565;429;1;2020608
7900556;429;1;MerMet17-6
6903798;429;1;SANAE, South Africa-Weddel Sea
6903061;429;1;MOOSE
6903095;429;1;SO283
6902984;429;1;PIRATA FR30
6903096;429;1;SO283
6902996;429;1;MICROBIOMES
6903797;429;1;SANAE, South Africa-Weddel Sea
6903796;429;1;SANAE, South Africa-Weddel Sea
4101762;429;1;TRANSIT
6902841;429;1;RARA AVIS 2019
6902983;429;1;PIRATA FR30
7900552;429;1;BAS
6903790;429;1;XXXVI Antarctic expedition
6903566;429;1;2020608
7900580;429;1;EMB261
6903556;429;1;2020608
6903056;429;1;PIRATA FR31
7900555;429;1;BAS
6901576;429;1;n/a
6901651;429;1;GEORGIE DU SUD 2014
6901646;429;1;GEOVIDE
6901650;429;1;JR311
6901654;429;1;JR311
6901569;429;1;GMMC-GEOVIDE
6901862;429;1;OGS-Esplora
6901866;429;1;15AK2015-248
6901863;429;1;BIOARGOMED
6901687;429;1;OUTPACE
6901235;429;1;ARKXXVIII
6901575;429;1;sanae
6901864;429;1;BIOARGOMED
6901519;429;1;REY1
6901577;429;1;Duba
6901764;429;1;BIOARGOMED
6902667;429;1;GREENEDGE
4901803;429;1;GREENEDGE
6901767;429;1;BIOARGOMED
4901801;429;1;GREENEDGE
4901802;429;1;GREENEDGE
6902668;429;1;GREENEDGE
6902700;429;1;OSCAHR
6901617;429;1;PIRATA FR24
6901573;429;1;Duba
6901656;429;1;OUTPACE
6901681;429;1;ASPEX 2014
6901682;429;1;ASPEX 2014
6902679;429;1;ASPEX
6902734;429;1;SoCLIM
6901514;429;1;REY1
6901515;429;1;REY1
6901528;429;1;MEDSEA 2013
6901658;429;1;OUTPACE
6901460;429;1;MOOSE GE
6901521;429;1;HUD2013008
6902742;429;1;SOCLIM
6902743;429;1;SOCLIM
6901522;429;1;HUD2013008
6901523;429;1;HUD2013008
6901648;429;1;n/a
6901861;429;1;n/a
6901653;429;1;MOOSE GE 2014
6901655;429;1;n/a
6901776;429;1;Recup 64b
6901865;429;1;n/a
6901649;429;1;MOOSE GE 2014
6901580;429;1;OISO
6901527;429;1;HUD2013008
6901574;429;1;OISO
6901581;429;1;OISO
1901359;429;1;n/a
6901526;429;1;HUD2013008
3901640;429;1;EN606
6901670;429;1;OUTPACE
6900725;429;1;PIRATA FR20
6901671;429;1;OUTPACE
6900720;429;1;PIRATA FR20
6901564;429;1;GEOVIDE
6900740;429;1;ANT-XXV-2
6900739;429;1;ANT-XXV-2
6902678;429;1;ASPEX
6901231;429;1;n/a
6901232;429;1;n/a
6901567;429;1;GEOVIDE
1901357;429;1;n/a
6901589;429;1;GEOVIDE
1901181;429;1;GOODHOPE
6901554;429;1;Opportunite VSF
6903012;429;1;ASPEX
6901690;429;1;GOODHOPE
6903174;429;1;n/a
6900476;429;1;ANT XXV/1
7900592;429;1;AK2013-12
7900591;429;1;AK2013-12
6901593;429;1;POURQUOI PAS ?
6902546;429;1;2014201
6901692;429;1;TICMOC
6901570;429;1;GEOVIDE
6902547;429;1;2014201
6901236;429;1;ARKXXVIII
6901679;429;1;OUTPACE
6901907;429;1;ARKXXVIII
6901680;429;1;OUTPACE
6901450;429;1;opportunité
6901466;429;1;SOMBA
6901596;429;1;SOMBA - GE 2014
6901630;429;1;SHACKELTON
6902616;429;1;HE451.2
6902866;429;1;ASPEX 2017
6901608;429;1;n/a
6901607;429;1;n/a
6901559;429;1;SRI LANKA 2014
6901560;429;1;SRI LANKA 2014
6901233;429;1;n/a
6901234;429;1;n/a
6900733;429;1;ANT-XXV-2
6901697;429;1;TICMOC
6903571;429;1;2020608
4901428;429;1;M119
6903013;429;1;ASPEX
6901908;429;1;ARKXXVIII
6902575;429;1;P 7
6901981;429;1;n/a
6901982;429;1;n/a
6902574;429;1;237
6902552;429;1;471
6902571;429;1;P 7
6901974;429;1;ANT-XXX/2
6901983;429;1;n/a
6901890;429;1;n/a
6901885;429;1;October 2014 KRIPIS
6901871;429;1;n/a
6901872;429;1;n/a
6901873;429;1;n/a
6901558;429;1;SRI LANKA 2014
6901695;429;1;TICMOC
6901889;429;1;n/a
6901884;429;1;October 2014 KRIPIS
6902584;429;1;n/a
